GISJOIN,YEAR,REGION,REGIONA,DIVISION,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACE,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSA,CBSAA,CSA,CSAA,METDIV,METDIVA,NECTA,NECTAA,CNECTA,CNECTAA,NECTADIV,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELM,SDELMA,SDSEC,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,UEPE001,UEQE001,UEQE002,UEQE003,UEQE004,UEQE005,UEQE006,UEQE007,UEQE008,UEQE009,UEQE010,UEZE001,UEZE002,UEZE003,UGSE001,UGSE002,UGSE003,UGSE004,UGSE005,UGSE006,UGSE007,UGSE008,UGSE009,UGSE010,UGSE011,UGSE012,UGSE013,UGSE014,UGSE015,UGSE016,UGSE017,UGSE018,UGSE019,UGSE020,UGSE021,UGSE022,UGSE023,UGSE024,UGSE025,UG7E001,UG7E002,UG7E003,UG7E004,UG7E005,UG7E006,UG7E007,UG7E008,UILE001,UJAE001,UJ8E001,UJ8E002,UJ8E003,UJ8E004,UJ8E005,UJ8E006,UJ8E007,NAME_M,UEPM001,UEQM001,UEQM002,UEQM003,UEQM004,UEQM005,UEQM006,UEQM007,UEQM008,UEQM009,UEQM010,UEZM001,UEZM002,UEZM003,UGSM001,UGSM002,UGSM003,UGSM004,UGSM005,UGSM006,UGSM007,UGSM008,UGSM009,UGSM010,UGSM011,UGSM012,UGSM013,UGSM014,UGSM015,UGSM016,UGSM017,UGSM018,UGSM019,UGSM020,UGSM021,UGSM022,UGSM023,UGSM024,UGSM025,UG7M001,UG7M002,UG7M003,UG7M004,UG7M005,UG7M006,UG7M007,UG7M008,UILM001,UJAM001,UJ8M001,UJ8M002,UJ8M003,UJ8M004,UJ8M005,UJ8M006,UJ8M007
"G4200970","2009-2013",,,,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northumberland County, Pennsylvania",94444,94444,90335,2312,166,353,8,434,836,140,696,94444,92022,2422,68114,740,0,20,16,32,59,17,91,110,246,1650,1529,2353,2332,809,30700,3879,3433,5452,5101,6584,2267,529,165,89877,4651,8110,5120,6028,7660,3069,55239,0.4237,22478,77953,45332,45307,41105,4202,25,32621,"Northumberland County, Pennsylvania",0,0,226,160,63,78,15,187,149,78,143,0,0,0,139,144,24,31,25,41,49,22,56,54,82,220,255,272,271,146,772,347,333,374,359,492,253,121,66,417,735,898,666,837,728,434,1165,0.0103,503,174,657,662,694,406,21,648
"G4200990","2009-2013",,,,,"Pennsylvania","42","Perry County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Pennsylvania",45808,45808,44560,337,38,111,1,245,516,18,498,45808,45163,645,31755,250,0,0,0,3,3,45,16,51,63,1034,616,890,848,407,13390,1480,1977,3284,2470,3222,1406,191,109,45091,1996,2366,1499,1802,2631,1103,33694,0.3603,26048,36768,24848,24818,22842,1976,30,11920,"Perry County, Pennsylvania",0,0,108,65,46,50,3,111,101,14,104,0,0,0,59,63,22,22,22,4,4,40,18,28,34,159,119,139,137,83,430,151,196,266,272,258,172,48,36,147,298,351,297,406,406,207,675,0.0077,454,94,353,354,368,273,26,344
"G4201010","2009-2013",,,,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia County, Pennsylvania",1536704,1536704,637842,665332,4433,99962,1359,88827,38949,8136,30813,1536704,1341990,194714,996815,19556,324,90,426,1414,3158,2767,3733,8063,5980,15439,20028,34593,44149,27926,302960,41182,50765,125384,51014,137480,64369,22654,13361,1494160,183792,211997,87392,88436,102456,43769,776318,0.5072,22279,1231556,729562,729113,619094,110019,449,501994,"Philadelphia County, Pennsylvania",0,0,3485,2885,526,1216,624,4320,2361,1325,1778,0,0,0,169,1154,162,58,182,351,373,404,460,703,552,1019,1149,1357,1845,1270,3922,1630,1785,2365,1751,2552,1789,1060,888,2033,5786,5949,3878,4053,3613,3408,7948,0.0040,208,935,3637,3643,3915,2839,144,3732
"G4201030","2009-2013",,,,,"Pennsylvania","42","Pike County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Pennsylvania",57179,57179,51138,3008,32,514,15,1079,1393,142,1251,57179,51859,5320,40267,311,33,0,2,0,15,22,70,181,37,439,327,701,728,652,13103,1594,3062,6616,3324,5492,2769,423,366,56449,2419,2700,2208,2025,4350,1262,41485,0.3995,27691,46395,27760,27725,24011,3714,35,18635,"Pike County, Pennsylvania",0,0,408,232,33,194,23,392,351,91,323,0,0,0,178,124,43,24,3,24,21,30,85,104,28,152,123,204,175,165,672,266,316,589,375,455,339,130,130,213,478,551,610,634,731,442,1281,0.0154,1047,164,642,639,731,442,44,632
"G4201050","2009-2013",,,,,"Pennsylvania","42","Potter County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Potter County, Pennsylvania",17487,17487,17126,69,26,54,3,38,171,5,166,17487,17299,188,12343,113,0,0,0,0,0,2,6,23,30,264,185,315,366,128,5544,684,723,1302,857,1088,564,137,12,17182,960,1634,837,1205,1581,529,10436,0.4369,22564,14103,7678,7666,7087,579,12,6425,"Potter County, Pennsylvania",0,0,43,26,10,14,4,25,46,7,46,0,0,0,44,35,16,16,16,16,16,3,5,12,18,61,34,58,63,30,182,82,74,118,98,116,85,50,9,118,220,205,136,171,197,133,334,0.0191,920,70,166,165,166,89,13,164
"G4201070","2009-2013",,,,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuylkill County, Pennsylvania",147700,147700,139914,4062,106,836,24,1019,1739,197,1542,147700,143268,4432,107253,903,3,22,23,33,57,75,145,258,326,1612,2093,3779,3433,1867,45743,6390,5578,9966,9631,9720,4367,870,359,140278,7061,10885,6987,7267,11512,4508,92058,0.4145,23021,121852,70700,70599,63799,6800,101,51152,"Schuylkill County, Pennsylvania",0,0,320,192,53,92,34,294,167,76,162,0,0,0,111,161,12,26,24,26,29,72,81,94,111,244,256,312,346,198,994,518,395,495,550,533,342,183,94,426,706,954,697,717,943,622,1562,0.0071,401,193,862,863,962,471,45,851
"G4201090","2009-2013",,,,,"Pennsylvania","42","Snyder County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Snyder County, Pennsylvania",39711,39711,38543,404,59,266,6,172,261,35,226,39711,38997,714,25992,335,0,0,18,5,0,0,41,60,93,1348,709,821,758,344,10730,1229,915,2262,1987,2635,1121,369,212,37324,1662,2776,2215,1997,2710,1772,24192,0.4291,23088,32063,19973,19963,18708,1255,10,12090,"Snyder County, Pennsylvania",0,0,93,78,40,10,9,74,94,30,83,0,0,0,103,93,22,22,12,7,22,22,42,26,33,211,124,129,158,86,397,131,142,182,203,261,152,139,69,254,312,390,620,342,467,366,831,0.0301,1316,97,361,362,362,146,9,382
"G4201110","2009-2013",,,,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, Pennsylvania",77341,77341,74307,1813,94,199,0,193,735,58,677,77341,76455,886,56813,638,29,9,14,10,22,24,57,150,267,1861,1098,1563,1616,810,25500,2842,2974,4746,4357,5346,2051,539,290,73064,3194,5888,4067,3731,6003,2871,47310,0.4203,22192,64452,36327,36305,33213,3092,22,28125,"Somerset County, Pennsylvania",0,0,82,132,46,66,24,64,155,52,146,0,0,0,113,99,20,7,15,10,22,17,34,67,65,252,172,191,197,116,524,231,255,390,323,395,207,109,98,359,416,650,612,486,642,497,1081,0.0092,472,113,548,547,539,313,14,551
"G4201130","2009-2013",,,,,"Pennsylvania","42","Sullivan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Pennsylvania",6419,6419,6231,96,5,12,18,39,18,0,18,6419,6327,92,4868,22,0,0,0,0,20,0,3,11,61,55,99,154,130,62,2226,136,252,507,449,400,198,58,25,6256,379,491,327,375,461,225,3998,0.4159,22923,5639,2797,2792,2571,221,5,2842,"Sullivan County, Pennsylvania",0,0,77,73,7,9,25,42,24,15,24,0,54,54,0,23,15,15,15,15,27,15,4,8,37,25,46,54,36,40,146,39,53,89,66,69,52,23,16,116,79,93,101,109,95,73,194,0.0206,1147,25,143,143,145,59,8,151
"G4201150","2009-2013",,,,,"Pennsylvania","42","Susquehanna County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Susquehanna County, Pennsylvania",42948,42948,42094,254,94,94,0,76,336,6,330,42948,42327,621,30940,154,0,0,5,9,20,6,13,41,110,353,418,870,1100,301,13522,1318,1703,3270,2607,3167,1593,159,201,42400,1766,3718,2349,2487,2828,1545,27707,0.4148,24477,35260,21245,21211,19381,1830,34,14015,"Susquehanna County, Pennsylvania",0,0,83,53,41,27,22,45,76,8,75,0,0,0,38,41,22,22,7,10,17,9,13,28,36,72,87,127,127,61,327,125,152,232,196,230,164,40,59,131,228,390,358,312,392,288,562,0.0104,614,81,347,349,346,162,21,340
"G4201170","2009-2013",,,,,"Pennsylvania","42","Tioga County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tioga County, Pennsylvania",42267,42267,41170,342,69,196,4,26,460,25,435,42267,41768,499,28991,295,0,0,0,2,8,0,5,40,78,377,453,771,921,400,11291,1468,1809,3235,2302,3425,1520,297,294,40515,2499,3700,1961,2211,3729,1303,25112,0.4180,22621,34779,19999,19976,18250,1726,23,14780,"Tioga County, Pennsylvania",0,0,59,122,57,31,10,20,159,25,156,0,0,0,101,85,22,22,22,3,14,22,7,22,32,67,85,117,111,83,374,144,179,205,217,269,197,74,82,443,388,387,388,289,573,244,702,0.0109,645,105,377,370,434,259,28,372
"G4201190","2009-2013",,,,,"Pennsylvania","42","Union County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Pennsylvania",44932,44932,39375,3287,137,537,67,765,764,140,624,44932,42503,2429,30443,354,18,0,0,5,0,18,0,58,124,1039,865,788,982,384,10034,2696,1897,2888,1848,4004,1447,378,616,35756,1615,2785,1840,1899,2297,1152,24168,0.4397,22259,37704,19002,18975,17450,1525,27,18702,"Union County, Pennsylvania",0,0,213,216,66,93,95,153,208,64,193,0,0,0,230,136,32,22,22,12,22,21,22,42,64,177,185,145,187,151,546,366,281,286,222,447,210,138,163,886,345,589,444,420,441,290,1041,0.0172,1113,120,790,787,666,330,30,786
"G4201210","2009-2013",,,,,"Pennsylvania","42","Venango County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venango County, Pennsylvania",54590,54590,52897,423,51,213,2,27,977,86,891,54590,54064,526,39007,571,9,0,8,0,0,19,34,31,162,572,542,957,1080,402,17514,1858,2248,3630,3381,4096,1520,259,114,53367,2747,5779,2709,2687,3983,2004,33458,0.4063,22060,44444,26404,26378,24131,2247,26,18040,"Venango County, Pennsylvania",0,0,75,100,28,39,4,33,146,58,140,0,0,0,70,133,10,24,10,24,24,19,23,19,52,129,118,155,163,97,478,178,247,265,255,305,189,68,44,207,363,613,407,395,381,423,825,0.0143,533,99,509,503,485,269,23,502
"G4201230","2009-2013",,,,,"Pennsylvania","42","Warren County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Pennsylvania",41429,41429,40557,192,64,164,0,87,365,28,337,41429,41092,337,30000,215,0,2,4,0,4,5,10,31,138,502,301,731,746,432,12706,1412,2030,2854,2515,3407,1471,235,249,40464,1881,3231,1889,1964,3398,1621,26480,0.4286,24179,34114,20113,20089,18604,1485,24,14001,"Warren County, Pennsylvania",0,0,48,41,30,37,22,55,56,27,52,0,0,0,51,68,22,4,7,22,6,7,16,24,54,116,78,105,106,84,388,217,185,212,236,249,207,69,92,188,316,460,351,336,388,353,712,0.0168,973,79,360,359,398,153,23,373
"G4201250","2009-2013",,,,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Pennsylvania",208047,208047,196038,6509,70,1487,0,482,3461,104,3357,208047,205473,2574,147152,1271,0,17,64,11,79,23,186,360,494,1944,1744,3055,3153,1740,54627,4653,7849,15338,12842,24870,9748,1974,1110,203268,9526,11911,7953,7600,11326,5641,149311,0.4406,28433,171013,106437,106348,98327,8021,89,64576,"Washington County, Pennsylvania",0,0,205,317,68,124,24,187,322,56,323,0,0,0,96,166,24,22,54,17,51,18,81,140,142,241,243,312,368,195,991,445,480,745,676,893,542,266,185,544,790,945,848,706,990,721,1837,0.0070,449,249,1067,1068,1186,574,55,1104
"G4201270","2009-2013",,,,,"Pennsylvania","42","Wayne County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Pennsylvania",52212,52212,49342,1715,79,290,10,295,481,63,418,52212,50304,1908,38734,238,14,0,12,2,17,11,25,241,125,740,627,1118,1054,548,14207,2350,2247,4775,2939,4185,2645,312,302,48590,2033,3912,2024,2601,3697,1842,32481,0.4156,24005,43956,23470,23434,21591,1843,36,20486,"Wayne County, Pennsylvania",0,0,123,117,39,57,18,101,99,40,95,0,0,0,97,75,22,24,16,4,23,14,23,112,53,164,140,193,203,123,506,224,245,379,286,366,322,68,111,308,324,627,297,511,561,446,1002,0.0103,680,135,503,501,511,227,27,526
"G4201290","2009-2013",,,,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westmoreland County, Pennsylvania",364090,364090,346635,8538,417,2850,23,662,4965,291,4674,364090,360633,3457,264766,1732,11,31,26,31,71,141,143,391,573,3192,2395,4811,4423,3055,95183,10114,16120,29016,26317,43963,17490,3199,2338,356036,15208,21175,15289,15428,22860,9510,256566,0.4392,28051,302550,185007,184895,172147,12748,112,117543,"Westmoreland County, Pennsylvania",0,0,212,439,105,219,36,179,451,121,433,0,0,0,117,253,14,23,28,32,56,87,65,107,143,399,296,429,369,239,1356,561,677,1019,1039,948,866,313,315,878,1178,1428,1473,1165,1459,860,2417,0.0054,383,308,1403,1413,1415,744,54,1429
"G4201310","2009-2013",,,,,"Pennsylvania","42","Wyoming County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, Pennsylvania",28177,28177,27441,204,32,121,0,81,298,24,274,28177,27711,466,19657,99,0,0,0,0,0,8,9,49,63,250,279,532,619,214,8546,794,1044,2147,1592,2303,903,125,81,27399,1201,2111,1216,1420,1890,1159,18402,0.4115,24195,22956,14146,14141,13029,1112,5,8810,"Wyoming County, Pennsylvania",0,0,48,37,20,24,19,43,58,25,54,0,0,0,53,50,19,19,19,19,19,8,14,24,31,65,75,87,100,55,334,117,148,217,177,216,106,42,37,177,174,304,199,218,358,215,576,0.0118,720,63,229,229,243,139,5,222
"G4201330","2009-2013",,,,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Pennsylvania",436339,436339,386748,23618,598,5727,48,9325,10275,1416,8859,436339,410718,25621,298815,2552,55,48,15,100,225,105,391,910,1422,5589,5032,7473,8014,3579,109254,14939,17202,32435,23616,43274,16792,3732,2061,427447,17718,25443,14944,16058,25369,9465,318450,0.4069,28132,347558,235129,234808,214136,20672,321,112429,"York County, Pennsylvania",0,0,1022,863,225,270,44,1098,860,424,762,0,0,0,71,344,44,39,21,71,97,82,145,173,284,500,451,589,670,377,1810,875,628,1201,896,1658,866,359,310,656,1283,2045,1436,1354,1590,1045,3207,0.0055,411,397,1374,1360,1650,921,108,1458
"G4400010","2009-2013",,,,,"Rhode Island","44","Bristol County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol County, Rhode Island",49426,49426,47261,227,72,753,24,87,1002,94,908,49426,48376,1050,33692,660,12,15,0,30,75,361,83,112,49,353,336,445,424,475,6098,1531,1457,3877,2576,8081,4290,1495,857,46527,1451,1510,1283,1267,2516,857,37643,0.4845,38893,40805,26863,26776,24482,2294,87,13942,"Bristol County, Rhode Island",0,0,132,125,63,114,29,59,159,74,147,0,0,0,144,191,20,23,27,34,68,159,68,56,40,124,124,145,129,160,441,287,203,401,343,489,343,235,161,395,323,358,382,461,751,369,1067,0.0185,1832,151,441,438,502,320,61,444
"G4400030","2009-2013",,,,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Rhode Island",165628,165628,154112,2431,182,4016,18,2082,2787,580,2207,165628,159819,5809,119566,1109,0,0,51,43,20,52,82,448,481,1257,1777,2689,2121,1378,30205,5330,6988,16815,12801,22492,9962,2212,1253,163926,5692,8536,4408,5771,8273,3668,127578,0.4409,33814,136449,94014,93789,84810,8979,225,42435,"Kent County, Rhode Island",0,0,473,208,83,263,31,553,321,256,312,0,0,0,184,205,30,30,66,48,31,39,50,157,163,236,335,359,275,243,1259,441,501,910,646,940,627,329,228,294,853,878,776,937,1089,816,2060,0.0106,767,214,1063,1071,1187,683,106,1005
"G4400050","2009-2013",,,,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport County, Rhode Island",82545,82545,74528,2971,177,1326,88,941,2514,283,2231,82545,78738,3807,58789,447,0,13,4,0,119,51,11,287,182,359,797,732,755,545,11603,1850,3114,6984,4674,15006,8219,2005,1032,79321,3051,3544,2323,2449,3659,1146,63149,0.4589,40293,68679,46173,44116,40969,3147,2057,22506,"Newport County, Rhode Island",0,0,542,270,96,153,97,380,402,169,368,0,0,0,218,115,30,21,11,30,150,39,18,124,75,113,246,162,199,175,777,272,337,536,435,788,594,260,217,296,604,617,585,511,667,466,1187,0.0153,1348,198,673,729,744,344,265,658
"G4400070","2009-2013",,,,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Providence County, Rhode Island",627469,627469,461097,59114,3171,23932,248,60414,19493,4995,14498,627469,506088,121381,415883,9686,37,107,560,1456,1916,3404,1922,5817,3835,9523,10218,11782,12352,7457,97415,19953,22611,54453,31747,67057,29472,7782,5321,600175,45802,56947,30564,30464,39074,15783,381541,0.4722,26308,508331,331687,331311,294690,36621,376,176644,"Providence County, Rhode Island",0,0,2714,1942,652,564,133,2632,1337,742,1094,0,0,0,138,697,34,85,182,325,430,479,372,646,534,647,674,766,813,639,2113,819,959,2000,1275,1793,1124,513,515,688,2533,2735,2135,2017,2006,1500,4292,0.0045,306,515,1979,1973,2213,1418,134,1972
"G4400090","2009-2013",,,,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Rhode Island",126627,126627,118596,1826,1014,2357,5,1078,1751,226,1525,126627,123357,3270,84311,654,0,0,0,15,35,43,83,164,145,500,976,1172,1129,1268,16556,3061,4204,10252,7400,21677,10868,2099,2010,120923,4816,5895,2873,3384,4783,1641,97531,0.4371,37023,105121,70438,69998,64914,5084,440,34683,"Washington County, Rhode Island",0,0,252,145,242,172,8,254,356,96,362,0,0,0,217,213,30,30,30,26,38,35,51,87,69,147,242,220,264,236,785,415,359,630,510,858,664,319,339,442,783,918,704,593,746,422,1599,0.0119,882,247,1065,1075,1123,506,187,1042
"G4500010","2009-2013",,,,,"South Carolina","45","Abbeville County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abbeville County, South Carolina",25233,25233,17552,7308,30,14,0,13,316,10,306,25233,25089,144,16993,218,0,0,0,15,54,36,49,170,291,445,670,830,678,489,4718,960,1053,2560,1677,1325,531,83,141,24413,2210,3062,1771,1331,2313,543,13183,0.4343,18134,20283,10944,10944,9341,1603,0,9339,"Abbeville County, South Carolina",0,0,83,166,19,19,24,26,129,16,129,0,86,86,79,94,24,24,24,20,48,27,36,71,70,145,194,182,188,169,407,235,191,322,259,225,124,58,61,199,450,606,579,393,533,204,907,0.0163,785,117,429,429,438,278,24,445
"G4500030","2009-2013",,,,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aiken County, South Carolina",161710,161710,112436,40272,269,1181,21,4799,2732,93,2639,161710,153645,8065,110498,1136,14,47,23,140,207,152,387,978,1169,1736,3012,3345,2559,1843,29588,5293,6646,17505,8168,16500,7332,1335,1383,158903,15081,15008,8290,7816,11259,5089,96360,0.4654,24769,129251,75660,75462,67203,8259,198,53591,"Aiken County, South Carolina",0,0,715,323,146,175,33,714,369,54,370,0,0,0,125,259,24,54,37,132,113,91,146,290,362,412,432,455,476,308,1120,576,600,1020,633,834,545,225,291,376,2014,1644,1095,1196,1302,1151,2759,0.0136,794,267,1023,1027,1270,925,108,1022
"G4500050","2009-2013",,,,,"South Carolina","45","Allendale County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allendale County, South Carolina",10214,10214,2467,7552,3,0,0,180,12,0,12,10214,9959,255,7045,22,0,23,0,0,46,33,28,167,97,232,253,350,557,171,1976,428,259,811,536,772,251,27,6,9061,1960,1298,423,848,804,235,3493,0.5321,13334,8349,3585,3585,2740,845,0,4764,"Allendale County, South Carolina",0,0,88,17,6,18,18,88,16,18,16,0,0,0,128,23,18,29,18,18,50,28,36,82,62,109,90,117,128,98,253,155,96,176,129,195,91,31,12,497,583,432,187,355,260,160,639,0.0556,2003,64,503,503,413,200,18,501
"G4500070","2009-2013",,,,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, South Carolina",188480,188480,151430,30897,463,1385,79,1650,2576,242,2334,188480,182698,5782,127823,2071,0,0,22,22,269,351,368,911,1551,2794,3503,4672,4395,2414,33483,7300,8256,18285,12494,16214,6244,1220,984,185624,13807,17294,10645,10834,14496,5149,113399,0.4488,22081,148729,88385,88227,78375,9852,158,60344,"Anderson County, South Carolina",0,0,482,443,186,172,97,468,476,141,464,0,0,0,114,396,30,30,37,26,90,152,188,219,322,392,456,487,413,289,1186,563,667,797,825,798,524,234,199,395,1271,1598,1277,1440,1350,831,2492,0.0097,506,287,1252,1251,1232,795,103,1254
"G4500090","2009-2013",,,,,"South Carolina","45","Bamberg County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bamberg County, South Carolina",15814,15814,5696,9876,0,72,0,101,69,0,69,15814,15650,164,10197,223,0,0,8,59,72,101,76,228,248,238,244,321,442,236,2437,216,528,1526,1209,1238,488,35,24,14835,1692,2396,894,720,1415,404,7314,0.5128,18902,12880,6483,6477,5773,704,6,6397,"Bamberg County, South Carolina",0,0,67,173,20,54,20,92,58,20,58,0,134,134,104,118,20,20,12,75,74,108,65,122,127,118,117,115,151,123,369,116,189,269,220,232,178,29,27,244,512,591,309,337,597,185,849,0.0592,2769,76,419,417,459,231,10,430
"G4500110","2009-2013",,,,,"South Carolina","45","Barnwell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnwell County, South Carolina",22399,22399,11774,10139,86,93,0,139,168,0,168,22399,21943,456,14521,268,0,11,0,16,93,61,55,119,113,266,337,576,729,307,5101,570,1035,1893,1342,1185,354,35,55,22072,3600,2812,1189,1148,1707,388,11228,0.4817,18862,17400,9735,9729,8071,1658,6,7665,"Barnwell County, South Carolina",0,0,105,157,90,98,24,121,97,24,97,0,0,0,141,86,24,18,24,19,48,48,40,67,58,109,132,173,193,81,425,153,186,253,227,215,122,36,55,103,707,535,354,401,429,287,721,0.0300,1395,99,449,449,423,324,8,453
"G4500130","2009-2013",,,,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County, South Carolina",165354,165354,121733,31430,420,1931,29,6720,3091,342,2749,165354,145890,19464,114526,1083,4,43,107,90,163,209,223,912,372,673,1319,1662,1984,1162,24615,3294,7229,17014,9358,25949,12112,3300,1649,158486,7250,12591,6501,7626,11206,6054,107258,0.4629,32503,134538,80443,73418,66992,6426,7025,54095,"Beaufort County, South Carolina",0,0,1328,480,111,209,35,1354,569,195,531,0,0,0,140,244,7,43,94,90,111,117,108,285,185,186,316,396,347,281,1294,437,687,991,771,1045,867,493,288,732,1219,1734,1171,1370,1463,1356,2770,0.0120,909,327,1281,1425,1357,765,609,1278
"G4500150","2009-2013",,,,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, South Carolina",184366,184366,124437,45931,1152,4480,110,3515,4741,624,4117,184366,173327,11039,118803,1548,0,3,22,88,297,136,187,748,639,1664,2271,3011,3126,2079,31938,5713,8847,20445,10761,16805,6621,1064,790,180579,11731,14248,7899,9695,12951,4821,119234,0.4205,24165,142995,95141,90520,79771,10749,4621,47854,"Berkeley County, South Carolina",0,0,833,682,190,307,116,855,801,315,681,0,0,0,151,367,30,7,25,81,121,88,125,269,160,328,387,391,454,373,1292,587,718,1119,830,874,470,227,198,584,1224,1451,1228,1154,1569,878,2431,0.0106,552,379,1095,1060,1357,841,550,1190
"G4500170","2009-2013",,,,,"South Carolina","45","Calhoun County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, South Carolina",15109,15109,8367,6325,22,5,0,113,277,25,252,15109,14641,468,10651,148,0,0,20,0,27,20,14,133,87,127,309,311,413,218,3594,429,534,1513,951,1200,468,56,79,14995,1050,1677,966,1023,1060,425,8794,0.4576,23023,12197,7279,7259,6387,872,20,4918,"Calhoun County, South Carolina",0,0,102,159,28,9,20,90,157,25,154,0,0,0,42,94,20,20,26,20,26,31,17,57,55,80,97,113,146,120,384,128,133,204,180,200,126,43,59,79,305,409,264,374,375,272,606,0.0355,1887,67,312,316,357,220,23,332
"G4500190","2009-2013",,,,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charleston County, South Carolina",358736,358736,237818,105338,874,4587,219,3848,6052,537,5515,358736,339981,18755,243560,2311,28,21,199,215,662,475,712,1721,1292,2276,3940,5593,5641,3365,45273,6599,12425,36621,18146,61582,22386,7485,4592,347206,28407,34657,14932,15855,21958,8227,223170,0.4935,30158,291970,193616,191305,172528,18777,2311,98354,"Charleston County, South Carolina",0,0,938,683,184,400,112,854,746,273,724,0,0,0,130,379,24,24,169,124,218,143,258,317,329,302,484,629,638,415,1646,549,788,1496,1064,1794,1161,517,560,1195,1669,2427,1603,1443,1826,1312,2560,0.0060,500,416,1756,1820,1885,1199,369,1814
